Emotions,Path
angry,D:/Schmiede/Coding/IIS_Seminar/emotion-detection-and-reaction/SER/data/Ravdess/Actor_09/03-01-05-01-01-01-09.wav
angry,D:/Schmiede/Coding/IIS_Seminar/emotion-detection-and-reaction/SER/data/Ravdess/Actor_09/03-01-05-01-01-02-09.wav
angry,D:/Schmiede/Coding/IIS_Seminar/emotion-detection-and-reaction/SER/data/Ravdess/Actor_09/03-01-05-01-02-01-09.wav
angry,D:/Schmiede/Coding/IIS_Seminar/emotion-detection-and-reaction/SER/data/Ravdess/Actor_09/03-01-05-01-02-02-09.wav
angry,D:/Schmiede/Coding/IIS_Seminar/emotion-detection-and-reaction/SER/data/Ravdess/Actor_09/03-01-05-02-01-01-09.wav
angry,D:/Schmiede/Coding/IIS_Seminar/emotion-detection-and-reaction/SER/data/Ravdess/Actor_09/03-01-05-02-01-02-09.wav
angry,D:/Schmiede/Coding/IIS_Seminar/emotion-detection-and-reaction/SER/data/Ravdess/Actor_09/03-01-05-02-02-01-09.wav
angry,D:/Schmiede/Coding/IIS_Seminar/emotion-detection-and-reaction/SER/data/Ravdess/Actor_09/03-01-05-02-02-02-09.wav
fear,D:/Schmiede/Coding/IIS_Seminar/emotion-detection-and-reaction/SER/data/Ravdess/Actor_09/03-01-06-01-01-01-09.wav
fear,D:/Schmiede/Coding/IIS_Seminar/emotion-detection-and-reaction/SER/data/Ravdess/Actor_09/03-01-06-01-01-02-09.wav
fear,D:/Schmiede/Coding/IIS_Seminar/emotion-detection-and-reaction/SER/data/Ravdess/Actor_09/03-01-06-01-02-01-09.wav
fear,D:/Schmiede/Coding/IIS_Seminar/emotion-detection-and-reaction/SER/data/Ravdess/Actor_09/03-01-06-01-02-02-09.wav
fear,D:/Schmiede/Coding/IIS_Seminar/emotion-detection-and-reaction/SER/data/Ravdess/Actor_09/03-01-06-02-01-01-09.wav
fear,D:/Schmiede/Coding/IIS_Seminar/emotion-detection-and-reaction/SER/data/Ravdess/Actor_09/03-01-06-02-01-02-09.wav
fear,D:/Schmiede/Coding/IIS_Seminar/emotion-detection-and-reaction/SER/data/Ravdess/Actor_09/03-01-06-02-02-01-09.wav
fear,D:/Schmiede/Coding/IIS_Seminar/emotion-detection-and-reaction/SER/data/Ravdess/Actor_09/03-01-06-02-02-02-09.wav
disgust,D:/Schmiede/Coding/IIS_Seminar/emotion-detection-and-reaction/SER/data/Ravdess/Actor_09/03-01-07-01-01-01-09.wav
disgust,D:/Schmiede/Coding/IIS_Seminar/emotion-detection-and-reaction/SER/data/Ravdess/Actor_09/03-01-07-01-01-02-09.wav
disgust,D:/Schmiede/Coding/IIS_Seminar/emotion-detection-and-reaction/SER/data/Ravdess/Actor_09/03-01-07-01-02-01-09.wav
disgust,D:/Schmiede/Coding/IIS_Seminar/emotion-detection-and-reaction/SER/data/Ravdess/Actor_09/03-01-07-01-02-02-09.wav
disgust,D:/Schmiede/Coding/IIS_Seminar/emotion-detection-and-reaction/SER/data/Ravdess/Actor_09/03-01-07-02-01-01-09.wav
disgust,D:/Schmiede/Coding/IIS_Seminar/emotion-detection-and-reaction/SER/data/Ravdess/Actor_09/03-01-07-02-01-02-09.wav
disgust,D:/Schmiede/Coding/IIS_Seminar/emotion-detection-and-reaction/SER/data/Ravdess/Actor_09/03-01-07-02-02-01-09.wav
disgust,D:/Schmiede/Coding/IIS_Seminar/emotion-detection-and-reaction/SER/data/Ravdess/Actor_09/03-01-07-02-02-02-09.wav
surprise,D:/Schmiede/Coding/IIS_Seminar/emotion-detection-and-reaction/SER/data/Ravdess/Actor_09/03-01-08-01-01-01-09.wav
surprise,D:/Schmiede/Coding/IIS_Seminar/emotion-detection-and-reaction/SER/data/Ravdess/Actor_09/03-01-08-01-01-02-09.wav
surprise,D:/Schmiede/Coding/IIS_Seminar/emotion-detection-and-reaction/SER/data/Ravdess/Actor_09/03-01-08-01-02-01-09.wav
surprise,D:/Schmiede/Coding/IIS_Seminar/emotion-detection-and-reaction/SER/data/Ravdess/Actor_09/03-01-08-01-02-02-09.wav
surprise,D:/Schmiede/Coding/IIS_Seminar/emotion-detection-and-reaction/SER/data/Ravdess/Actor_09/03-01-08-02-01-01-09.wav
surprise,D:/Schmiede/Coding/IIS_Seminar/emotion-detection-and-reaction/SER/data/Ravdess/Actor_09/03-01-08-02-01-02-09.wav
surprise,D:/Schmiede/Coding/IIS_Seminar/emotion-detection-and-reaction/SER/data/Ravdess/Actor_09/03-01-08-02-02-01-09.wav
surprise,D:/Schmiede/Coding/IIS_Seminar/emotion-detection-and-reaction/SER/data/Ravdess/Actor_09/03-01-08-02-02-02-09.wav
neutral,D:/Schmiede/Coding/IIS_Seminar/emotion-detection-and-reaction/SER/data/Ravdess/Actor_10/03-01-01-01-01-01-10.wav
neutral,D:/Schmiede/Coding/IIS_Seminar/emotion-detection-and-reaction/SER/data/Ravdess/Actor_10/03-01-01-01-01-02-10.wav
neutral,D:/Schmiede/Coding/IIS_Seminar/emotion-detection-and-reaction/SER/data/Ravdess/Actor_10/03-01-01-01-02-01-10.wav
neutral,D:/Schmiede/Coding/IIS_Seminar/emotion-detection-and-reaction/SER/data/Ravdess/Actor_10/03-01-01-01-02-02-10.wav
calm,D:/Schmiede/Coding/IIS_Seminar/emotion-detection-and-reaction/SER/data/Ravdess/Actor_10/03-01-02-01-01-01-10.wav
calm,D:/Schmiede/Coding/IIS_Seminar/emotion-detection-and-reaction/SER/data/Ravdess/Actor_10/03-01-02-01-01-02-10.wav
calm,D:/Schmiede/Coding/IIS_Seminar/emotion-detection-and-reaction/SER/data/Ravdess/Actor_10/03-01-02-01-02-01-10.wav
calm,D:/Schmiede/Coding/IIS_Seminar/emotion-detection-and-reaction/SER/data/Ravdess/Actor_10/03-01-02-01-02-02-10.wav
calm,D:/Schmiede/Coding/IIS_Seminar/emotion-detection-and-reaction/SER/data/Ravdess/Actor_10/03-01-02-02-01-01-10.wav
calm,D:/Schmiede/Coding/IIS_Seminar/emotion-detection-and-reaction/SER/data/Ravdess/Actor_10/03-01-02-02-01-02-10.wav
calm,D:/Schmiede/Coding/IIS_Seminar/emotion-detection-and-reaction/SER/data/Ravdess/Actor_10/03-01-02-02-02-01-10.wav
calm,D:/Schmiede/Coding/IIS_Seminar/emotion-detection-and-reaction/SER/data/Ravdess/Actor_10/03-01-02-02-02-02-10.wav
happy,D:/Schmiede/Coding/IIS_Seminar/emotion-detection-and-reaction/SER/data/Ravdess/Actor_10/03-01-03-01-01-01-10.wav
happy,D:/Schmiede/Coding/IIS_Seminar/emotion-detection-and-reaction/SER/data/Ravdess/Actor_10/03-01-03-01-01-02-10.wav
happy,D:/Schmiede/Coding/IIS_Seminar/emotion-detection-and-reaction/SER/data/Ravdess/Actor_10/03-01-03-01-02-01-10.wav
happy,D:/Schmiede/Coding/IIS_Seminar/emotion-detection-and-reaction/SER/data/Ravdess/Actor_10/03-01-03-01-02-02-10.wav
happy,D:/Schmiede/Coding/IIS_Seminar/emotion-detection-and-reaction/SER/data/Ravdess/Actor_10/03-01-03-02-01-01-10.wav
happy,D:/Schmiede/Coding/IIS_Seminar/emotion-detection-and-reaction/SER/data/Ravdess/Actor_10/03-01-03-02-01-02-10.wav
happy,D:/Schmiede/Coding/IIS_Seminar/emotion-detection-and-reaction/SER/data/Ravdess/Actor_10/03-01-03-02-02-01-10.wav
happy,D:/Schmiede/Coding/IIS_Seminar/emotion-detection-and-reaction/SER/data/Ravdess/Actor_10/03-01-03-02-02-02-10.wav
sad,D:/Schmiede/Coding/IIS_Seminar/emotion-detection-and-reaction/SER/data/Ravdess/Actor_10/03-01-04-01-01-01-10.wav
sad,D:/Schmiede/Coding/IIS_Seminar/emotion-detection-and-reaction/SER/data/Ravdess/Actor_10/03-01-04-01-01-02-10.wav
sad,D:/Schmiede/Coding/IIS_Seminar/emotion-detection-and-reaction/SER/data/Ravdess/Actor_10/03-01-04-01-02-01-10.wav
sad,D:/Schmiede/Coding/IIS_Seminar/emotion-detection-and-reaction/SER/data/Ravdess/Actor_10/03-01-04-01-02-02-10.wav
sad,D:/Schmiede/Coding/IIS_Seminar/emotion-detection-and-reaction/SER/data/Ravdess/Actor_10/03-01-04-02-01-01-10.wav
sad,D:/Schmiede/Coding/IIS_Seminar/emotion-detection-and-reaction/SER/data/Ravdess/Actor_10/03-01-04-02-01-02-10.wav
sad,D:/Schmiede/Coding/IIS_Seminar/emotion-detection-and-reaction/SER/data/Ravdess/Actor_10/03-01-04-02-02-01-10.wav
sad,D:/Schmiede/Coding/IIS_Seminar/emotion-detection-and-reaction/SER/data/Ravdess/Actor_10/03-01-04-02-02-02-10.wav
angry,D:/Schmiede/Coding/IIS_Seminar/emotion-detection-and-reaction/SER/data/Ravdess/Actor_10/03-01-05-01-01-01-10.wav
angry,D:/Schmiede/Coding/IIS_Seminar/emotion-detection-and-reaction/SER/data/Ravdess/Actor_10/03-01-05-01-01-02-10.wav
angry,D:/Schmiede/Coding/IIS_Seminar/emotion-detection-and-reaction/SER/data/Ravdess/Actor_10/03-01-05-01-02-01-10.wav
angry,D:/Schmiede/Coding/IIS_Seminar/emotion-detection-and-reaction/SER/data/Ravdess/Actor_10/03-01-05-01-02-02-10.wav
angry,D:/Schmiede/Coding/IIS_Seminar/emotion-detection-and-reaction/SER/data/Ravdess/Actor_10/03-01-05-02-01-01-10.wav
angry,D:/Schmiede/Coding/IIS_Seminar/emotion-detection-and-reaction/SER/data/Ravdess/Actor_10/03-01-05-02-01-02-10.wav
angry,D:/Schmiede/Coding/IIS_Seminar/emotion-detection-and-reaction/SER/data/Ravdess/Actor_10/03-01-05-02-02-01-10.wav
angry,D:/Schmiede/Coding/IIS_Seminar/emotion-detection-and-reaction/SER/data/Ravdess/Actor_10/03-01-05-02-02-02-10.wav
fear,D:/Schmiede/Coding/IIS_Seminar/emotion-detection-and-reaction/SER/data/Ravdess/Actor_10/03-01-06-01-01-01-10.wav
fear,D:/Schmiede/Coding/IIS_Seminar/emotion-detection-and-reaction/SER/data/Ravdess/Actor_10/03-01-06-01-01-02-10.wav
fear,D:/Schmiede/Coding/IIS_Seminar/emotion-detection-and-reaction/SER/data/Ravdess/Actor_10/03-01-06-01-02-01-10.wav
fear,D:/Schmiede/Coding/IIS_Seminar/emotion-detection-and-reaction/SER/data/Ravdess/Actor_10/03-01-06-01-02-02-10.wav
fear,D:/Schmiede/Coding/IIS_Seminar/emotion-detection-and-reaction/SER/data/Ravdess/Actor_10/03-01-06-02-01-01-10.wav
fear,D:/Schmiede/Coding/IIS_Seminar/emotion-detection-and-reaction/SER/data/Ravdess/Actor_10/03-01-06-02-01-02-10.wav
fear,D:/Schmiede/Coding/IIS_Seminar/emotion-detection-and-reaction/SER/data/Ravdess/Actor_10/03-01-06-02-02-01-10.wav
fear,D:/Schmiede/Coding/IIS_Seminar/emotion-detection-and-reaction/SER/data/Ravdess/Actor_10/03-01-06-02-02-02-10.wav
disgust,D:/Schmiede/Coding/IIS_Seminar/emotion-detection-and-reaction/SER/data/Ravdess/Actor_10/03-01-07-01-01-01-10.wav
disgust,D:/Schmiede/Coding/IIS_Seminar/emotion-detection-and-reaction/SER/data/Ravdess/Actor_10/03-01-07-01-01-02-10.wav
disgust,D:/Schmiede/Coding/IIS_Seminar/emotion-detection-and-reaction/SER/data/Ravdess/Actor_10/03-01-07-01-02-01-10.wav
disgust,D:/Schmiede/Coding/IIS_Seminar/emotion-detection-and-reaction/SER/data/Ravdess/Actor_10/03-01-07-01-02-02-10.wav
disgust,D:/Schmiede/Coding/IIS_Seminar/emotion-detection-and-reaction/SER/data/Ravdess/Actor_10/03-01-07-02-01-01-10.wav
disgust,D:/Schmiede/Coding/IIS_Seminar/emotion-detection-and-reaction/SER/data/Ravdess/Actor_10/03-01-07-02-01-02-10.wav
disgust,D:/Schmiede/Coding/IIS_Seminar/emotion-detection-and-reaction/SER/data/Ravdess/Actor_10/03-01-07-02-02-01-10.wav
disgust,D:/Schmiede/Coding/IIS_Seminar/emotion-detection-and-reaction/SER/data/Ravdess/Actor_10/03-01-07-02-02-02-10.wav
surprise,D:/Schmiede/Coding/IIS_Seminar/emotion-detection-and-reaction/SER/data/Ravdess/Actor_10/03-01-08-01-01-01-10.wav
surprise,D:/Schmiede/Coding/IIS_Seminar/emotion-detection-and-reaction/SER/data/Ravdess/Actor_10/03-01-08-01-01-02-10.wav
surprise,D:/Schmiede/Coding/IIS_Seminar/emotion-detection-and-reaction/SER/data/Ravdess/Actor_10/03-01-08-01-02-01-10.wav
surprise,D:/Schmiede/Coding/IIS_Seminar/emotion-detection-and-reaction/SER/data/Ravdess/Actor_10/03-01-08-01-02-02-10.wav
surprise,D:/Schmiede/Coding/IIS_Seminar/emotion-detection-and-reaction/SER/data/Ravdess/Actor_10/03-01-08-02-01-01-10.wav
surprise,D:/Schmiede/Coding/IIS_Seminar/emotion-detection-and-reaction/SER/data/Ravdess/Actor_10/03-01-08-02-01-02-10.wav
surprise,D:/Schmiede/Coding/IIS_Seminar/emotion-detection-and-reaction/SER/data/Ravdess/Actor_10/03-01-08-02-02-01-10.wav
surprise,D:/Schmiede/Coding/IIS_Seminar/emotion-detection-and-reaction/SER/data/Ravdess/Actor_10/03-01-08-02-02-02-10.wav
neutral,D:/Schmiede/Coding/IIS_Seminar/emotion-detection-and-reaction/SER/data/Ravdess/Actor_11/03-01-01-01-01-01-11.wav
neutral,D:/Schmiede/Coding/IIS_Seminar/emotion-detection-and-reaction/SER/data/Ravdess/Actor_11/03-01-01-01-01-02-11.wav
neutral,D:/Schmiede/Coding/IIS_Seminar/emotion-detection-and-reaction/SER/data/Ravdess/Actor_11/03-01-01-01-02-01-11.wav
neutral,D:/Schmiede/Coding/IIS_Seminar/emotion-detection-and-reaction/SER/data/Ravdess/Actor_11/03-01-01-01-02-02-11.wav
calm,D:/Schmiede/Coding/IIS_Seminar/emotion-detection-and-reaction/SER/data/Ravdess/Actor_11/03-01-02-01-01-01-11.wav
calm,D:/Schmiede/Coding/IIS_Seminar/emotion-detection-and-reaction/SER/data/Ravdess/Actor_11/03-01-02-01-01-02-11.wav
calm,D:/Schmiede/Coding/IIS_Seminar/emotion-detection-and-reaction/SER/data/Ravdess/Actor_11/03-01-02-01-02-01-11.wav
calm,D:/Schmiede/Coding/IIS_Seminar/emotion-detection-and-reaction/SER/data/Ravdess/Actor_11/03-01-02-01-02-02-11.wav
calm,D:/Schmiede/Coding/IIS_Seminar/emotion-detection-and-reaction/SER/data/Ravdess/Actor_11/03-01-02-02-01-01-11.wav
calm,D:/Schmiede/Coding/IIS_Seminar/emotion-detection-and-reaction/SER/data/Ravdess/Actor_11/03-01-02-02-01-02-11.wav
calm,D:/Schmiede/Coding/IIS_Seminar/emotion-detection-and-reaction/SER/data/Ravdess/Actor_11/03-01-02-02-02-01-11.wav
calm,D:/Schmiede/Coding/IIS_Seminar/emotion-detection-and-reaction/SER/data/Ravdess/Actor_11/03-01-02-02-02-02-11.wav
happy,D:/Schmiede/Coding/IIS_Seminar/emotion-detection-and-reaction/SER/data/Ravdess/Actor_11/03-01-03-01-01-01-11.wav
happy,D:/Schmiede/Coding/IIS_Seminar/emotion-detection-and-reaction/SER/data/Ravdess/Actor_11/03-01-03-01-01-02-11.wav
happy,D:/Schmiede/Coding/IIS_Seminar/emotion-detection-and-reaction/SER/data/Ravdess/Actor_11/03-01-03-01-02-01-11.wav
happy,D:/Schmiede/Coding/IIS_Seminar/emotion-detection-and-reaction/SER/data/Ravdess/Actor_11/03-01-03-01-02-02-11.wav
happy,D:/Schmiede/Coding/IIS_Seminar/emotion-detection-and-reaction/SER/data/Ravdess/Actor_11/03-01-03-02-01-01-11.wav
happy,D:/Schmiede/Coding/IIS_Seminar/emotion-detection-and-reaction/SER/data/Ravdess/Actor_11/03-01-03-02-01-02-11.wav
happy,D:/Schmiede/Coding/IIS_Seminar/emotion-detection-and-reaction/SER/data/Ravdess/Actor_11/03-01-03-02-02-01-11.wav
happy,D:/Schmiede/Coding/IIS_Seminar/emotion-detection-and-reaction/SER/data/Ravdess/Actor_11/03-01-03-02-02-02-11.wav
sad,D:/Schmiede/Coding/IIS_Seminar/emotion-detection-and-reaction/SER/data/Ravdess/Actor_11/03-01-04-01-01-01-11.wav
sad,D:/Schmiede/Coding/IIS_Seminar/emotion-detection-and-reaction/SER/data/Ravdess/Actor_11/03-01-04-01-01-02-11.wav
sad,D:/Schmiede/Coding/IIS_Seminar/emotion-detection-and-reaction/SER/data/Ravdess/Actor_11/03-01-04-01-02-01-11.wav
sad,D:/Schmiede/Coding/IIS_Seminar/emotion-detection-and-reaction/SER/data/Ravdess/Actor_11/03-01-04-01-02-02-11.wav
sad,D:/Schmiede/Coding/IIS_Seminar/emotion-detection-and-reaction/SER/data/Ravdess/Actor_11/03-01-04-02-01-01-11.wav
sad,D:/Schmiede/Coding/IIS_Seminar/emotion-detection-and-reaction/SER/data/Ravdess/Actor_11/03-01-04-02-01-02-11.wav
sad,D:/Schmiede/Coding/IIS_Seminar/emotion-detection-and-reaction/SER/data/Ravdess/Actor_11/03-01-04-02-02-01-11.wav
sad,D:/Schmiede/Coding/IIS_Seminar/emotion-detection-and-reaction/SER/data/Ravdess/Actor_11/03-01-04-02-02-02-11.wav
angry,D:/Schmiede/Coding/IIS_Seminar/emotion-detection-and-reaction/SER/data/Ravdess/Actor_11/03-01-05-01-01-01-11.wav
angry,D:/Schmiede/Coding/IIS_Seminar/emotion-detection-and-reaction/SER/data/Ravdess/Actor_11/03-01-05-01-01-02-11.wav
angry,D:/Schmiede/Coding/IIS_Seminar/emotion-detection-and-reaction/SER/data/Ravdess/Actor_11/03-01-05-01-02-01-11.wav
angry,D:/Schmiede/Coding/IIS_Seminar/emotion-detection-and-reaction/SER/data/Ravdess/Actor_11/03-01-05-01-02-02-11.wav
angry,D:/Schmiede/Coding/IIS_Seminar/emotion-detection-and-reaction/SER/data/Ravdess/Actor_11/03-01-05-02-01-01-11.wav
angry,D:/Schmiede/Coding/IIS_Seminar/emotion-detection-and-reaction/SER/data/Ravdess/Actor_11/03-01-05-02-01-02-11.wav
angry,D:/Schmiede/Coding/IIS_Seminar/emotion-detection-and-reaction/SER/data/Ravdess/Actor_11/03-01-05-02-02-01-11.wav
angry,D:/Schmiede/Coding/IIS_Seminar/emotion-detection-and-reaction/SER/data/Ravdess/Actor_11/03-01-05-02-02-02-11.wav
fear,D:/Schmiede/Coding/IIS_Seminar/emotion-detection-and-reaction/SER/data/Ravdess/Actor_11/03-01-06-01-01-01-11.wav
fear,D:/Schmiede/Coding/IIS_Seminar/emotion-detection-and-reaction/SER/data/Ravdess/Actor_11/03-01-06-01-01-02-11.wav
fear,D:/Schmiede/Coding/IIS_Seminar/emotion-detection-and-reaction/SER/data/Ravdess/Actor_11/03-01-06-01-02-01-11.wav
fear,D:/Schmiede/Coding/IIS_Seminar/emotion-detection-and-reaction/SER/data/Ravdess/Actor_11/03-01-06-01-02-02-11.wav
fear,D:/Schmiede/Coding/IIS_Seminar/emotion-detection-and-reaction/SER/data/Ravdess/Actor_11/03-01-06-02-01-01-11.wav
fear,D:/Schmiede/Coding/IIS_Seminar/emotion-detection-and-reaction/SER/data/Ravdess/Actor_11/03-01-06-02-01-02-11.wav
fear,D:/Schmiede/Coding/IIS_Seminar/emotion-detection-and-reaction/SER/data/Ravdess/Actor_11/03-01-06-02-02-01-11.wav
fear,D:/Schmiede/Coding/IIS_Seminar/emotion-detection-and-reaction/SER/data/Ravdess/Actor_11/03-01-06-02-02-02-11.wav
disgust,D:/Schmiede/Coding/IIS_Seminar/emotion-detection-and-reaction/SER/data/Ravdess/Actor_11/03-01-07-01-01-01-11.wav
disgust,D:/Schmiede/Coding/IIS_Seminar/emotion-detection-and-reaction/SER/data/Ravdess/Actor_11/03-01-07-01-01-02-11.wav
disgust,D:/Schmiede/Coding/IIS_Seminar/emotion-detection-and-reaction/SER/data/Ravdess/Actor_11/03-01-07-01-02-01-11.wav
disgust,D:/Schmiede/Coding/IIS_Seminar/emotion-detection-and-reaction/SER/data/Ravdess/Actor_11/03-01-07-01-02-02-11.wav
disgust,D:/Schmiede/Coding/IIS_Seminar/emotion-detection-and-reaction/SER/data/Ravdess/Actor_11/03-01-07-02-01-01-11.wav
disgust,D:/Schmiede/Coding/IIS_Seminar/emotion-detection-and-reaction/SER/data/Ravdess/Actor_11/03-01-07-02-01-02-11.wav
disgust,D:/Schmiede/Coding/IIS_Seminar/emotion-detection-and-reaction/SER/data/Ravdess/Actor_11/03-01-07-02-02-01-11.wav
disgust,D:/Schmiede/Coding/IIS_Seminar/emotion-detection-and-reaction/SER/data/Ravdess/Actor_11/03-01-07-02-02-02-11.wav
surprise,D:/Schmiede/Coding/IIS_Seminar/emotion-detection-and-reaction/SER/data/Ravdess/Actor_11/03-01-08-01-01-01-11.wav
surprise,D:/Schmiede/Coding/IIS_Seminar/emotion-detection-and-reaction/SER/data/Ravdess/Actor_11/03-01-08-01-01-02-11.wav
surprise,D:/Schmiede/Coding/IIS_Seminar/emotion-detection-and-reaction/SER/data/Ravdess/Actor_11/03-01-08-01-02-01-11.wav
surprise,D:/Schmiede/Coding/IIS_Seminar/emotion-detection-and-reaction/SER/data/Ravdess/Actor_11/03-01-08-01-02-02-11.wav
surprise,D:/Schmiede/Coding/IIS_Seminar/emotion-detection-and-reaction/SER/data/Ravdess/Actor_11/03-01-08-02-01-01-11.wav
surprise,D:/Schmiede/Coding/IIS_Seminar/emotion-detection-and-reaction/SER/data/Ravdess/Actor_11/03-01-08-02-01-02-11.wav
surprise,D:/Schmiede/Coding/IIS_Seminar/emotion-detection-and-reaction/SER/data/Ravdess/Actor_11/03-01-08-02-02-01-11.wav
surprise,D:/Schmiede/Coding/IIS_Seminar/emotion-detection-and-reaction/SER/data/Ravdess/Actor_11/03-01-08-02-02-02-11.wav
neutral,D:/Schmiede/Coding/IIS_Seminar/emotion-detection-and-reaction/SER/data/Ravdess/Actor_12/03-01-01-01-01-01-12.wav
neutral,D:/Schmiede/Coding/IIS_Seminar/emotion-detection-and-reaction/SER/data/Ravdess/Actor_12/03-01-01-01-01-02-12.wav
neutral,D:/Schmiede/Coding/IIS_Seminar/emotion-detection-and-reaction/SER/data/Ravdess/Actor_12/03-01-01-01-02-01-12.wav
neutral,D:/Schmiede/Coding/IIS_Seminar/emotion-detection-and-reaction/SER/data/Ravdess/Actor_12/03-01-01-01-02-02-12.wav
calm,D:/Schmiede/Coding/IIS_Seminar/emotion-detection-and-reaction/SER/data/Ravdess/Actor_12/03-01-02-01-01-01-12.wav
calm,D:/Schmiede/Coding/IIS_Seminar/emotion-detection-and-reaction/SER/data/Ravdess/Actor_12/03-01-02-01-01-02-12.wav
calm,D:/Schmiede/Coding/IIS_Seminar/emotion-detection-and-reaction/SER/data/Ravdess/Actor_12/03-01-02-01-02-01-12.wav
calm,D:/Schmiede/Coding/IIS_Seminar/emotion-detection-and-reaction/SER/data/Ravdess/Actor_12/03-01-02-01-02-02-12.wav
calm,D:/Schmiede/Coding/IIS_Seminar/emotion-detection-and-reaction/SER/data/Ravdess/Actor_12/03-01-02-02-01-01-12.wav
calm,D:/Schmiede/Coding/IIS_Seminar/emotion-detection-and-reaction/SER/data/Ravdess/Actor_12/03-01-02-02-01-02-12.wav
calm,D:/Schmiede/Coding/IIS_Seminar/emotion-detection-and-reaction/SER/data/Ravdess/Actor_12/03-01-02-02-02-01-12.wav
calm,D:/Schmiede/Coding/IIS_Seminar/emotion-detection-and-reaction/SER/data/Ravdess/Actor_12/03-01-02-02-02-02-12.wav
happy,D:/Schmiede/Coding/IIS_Seminar/emotion-detection-and-reaction/SER/data/Ravdess/Actor_12/03-01-03-01-01-01-12.wav
happy,D:/Schmiede/Coding/IIS_Seminar/emotion-detection-and-reaction/SER/data/Ravdess/Actor_12/03-01-03-01-01-02-12.wav
happy,D:/Schmiede/Coding/IIS_Seminar/emotion-detection-and-reaction/SER/data/Ravdess/Actor_12/03-01-03-01-02-01-12.wav
happy,D:/Schmiede/Coding/IIS_Seminar/emotion-detection-and-reaction/SER/data/Ravdess/Actor_12/03-01-03-01-02-02-12.wav
happy,D:/Schmiede/Coding/IIS_Seminar/emotion-detection-and-reaction/SER/data/Ravdess/Actor_12/03-01-03-02-01-01-12.wav
happy,D:/Schmiede/Coding/IIS_Seminar/emotion-detection-and-reaction/SER/data/Ravdess/Actor_12/03-01-03-02-01-02-12.wav
happy,D:/Schmiede/Coding/IIS_Seminar/emotion-detection-and-reaction/SER/data/Ravdess/Actor_12/03-01-03-02-02-01-12.wav
happy,D:/Schmiede/Coding/IIS_Seminar/emotion-detection-and-reaction/SER/data/Ravdess/Actor_12/03-01-03-02-02-02-12.wav
sad,D:/Schmiede/Coding/IIS_Seminar/emotion-detection-and-reaction/SER/data/Ravdess/Actor_12/03-01-04-01-01-01-12.wav
sad,D:/Schmiede/Coding/IIS_Seminar/emotion-detection-and-reaction/SER/data/Ravdess/Actor_12/03-01-04-01-01-02-12.wav
sad,D:/Schmiede/Coding/IIS_Seminar/emotion-detection-and-reaction/SER/data/Ravdess/Actor_12/03-01-04-01-02-01-12.wav
sad,D:/Schmiede/Coding/IIS_Seminar/emotion-detection-and-reaction/SER/data/Ravdess/Actor_12/03-01-04-01-02-02-12.wav
sad,D:/Schmiede/Coding/IIS_Seminar/emotion-detection-and-reaction/SER/data/Ravdess/Actor_12/03-01-04-02-01-01-12.wav
sad,D:/Schmiede/Coding/IIS_Seminar/emotion-detection-and-reaction/SER/data/Ravdess/Actor_12/03-01-04-02-01-02-12.wav
sad,D:/Schmiede/Coding/IIS_Seminar/emotion-detection-and-reaction/SER/data/Ravdess/Actor_12/03-01-04-02-02-01-12.wav
sad,D:/Schmiede/Coding/IIS_Seminar/emotion-detection-and-reaction/SER/data/Ravdess/Actor_12/03-01-04-02-02-02-12.wav
angry,D:/Schmiede/Coding/IIS_Seminar/emotion-detection-and-reaction/SER/data/Ravdess/Actor_12/03-01-05-01-01-01-12.wav
angry,D:/Schmiede/Coding/IIS_Seminar/emotion-detection-and-reaction/SER/data/Ravdess/Actor_12/03-01-05-01-01-02-12.wav
angry,D:/Schmiede/Coding/IIS_Seminar/emotion-detection-and-reaction/SER/data/Ravdess/Actor_12/03-01-05-01-02-01-12.wav
angry,D:/Schmiede/Coding/IIS_Seminar/emotion-detection-and-reaction/SER/data/Ravdess/Actor_12/03-01-05-01-02-02-12.wav
angry,D:/Schmiede/Coding/IIS_Seminar/emotion-detection-and-reaction/SER/data/Ravdess/Actor_12/03-01-05-02-01-01-12.wav
angry,D:/Schmiede/Coding/IIS_Seminar/emotion-detection-and-reaction/SER/data/Ravdess/Actor_12/03-01-05-02-01-02-12.wav
angry,D:/Schmiede/Coding/IIS_Seminar/emotion-detection-and-reaction/SER/data/Ravdess/Actor_12/03-01-05-02-02-01-12.wav
angry,D:/Schmiede/Coding/IIS_Seminar/emotion-detection-and-reaction/SER/data/Ravdess/Actor_12/03-01-05-02-02-02-12.wav
fear,D:/Schmiede/Coding/IIS_Seminar/emotion-detection-and-reaction/SER/data/Ravdess/Actor_12/03-01-06-01-01-01-12.wav
fear,D:/Schmiede/Coding/IIS_Seminar/emotion-detection-and-reaction/SER/data/Ravdess/Actor_12/03-01-06-01-01-02-12.wav
fear,D:/Schmiede/Coding/IIS_Seminar/emotion-detection-and-reaction/SER/data/Ravdess/Actor_12/03-01-06-01-02-01-12.wav
fear,D:/Schmiede/Coding/IIS_Seminar/emotion-detection-and-reaction/SER/data/Ravdess/Actor_12/03-01-06-01-02-02-12.wav
fear,D:/Schmiede/Coding/IIS_Seminar/emotion-detection-and-reaction/SER/data/Ravdess/Actor_12/03-01-06-02-01-01-12.wav
